InvoiceNo,StockCode,ProductName,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,TotalPrice,DiscountAmount,PriceAfterDiscount,Revenue,EstimatedCost,Profit,ProfitMargin,InvoiceYear
362481,Sku_1434,T-Shirt,2,2024-01-04,30.57,37970.0,Portugal,0.28,Paypall,26.57,Apparel,In-Store,Not Returned,Fedex,Paris,High,61.14,17.119200000000003,44.020799999999994,70.5908,36.684,33.906800000000004,48.03,2024
584188,Sku_1291,White Mug,14,2024-01-04,1.41,31013.0,Portugal,0.11,Credit Card,19.34,Home & Kitchen,In-Store,Not Returned,Dhl,Rome,High,19.74,2.1713999999999998,17.5686,36.9086,11.844,25.0646,67.91,2024
755284,Sku_1162,Wireless Mouse,31,2024-01-04,98.11,25777.0,Spain,0.34,Paypall,12.62,Electronics,In-Store,Not Returned,Ups,London,High,3041.41,1034.0794,2007.3305999999998,2019.9505999999997,1824.846,195.10459999999966,9.66,2024
680340,Sku_1746,T-Shirt,44,2024-01-04,21.75,95022.0,Portugal,0.44,Bank Transfer,14.73,Accessories,Online,Not Returned,Ups,London,High,957.0,421.08,535.9200000000001,550.6500000000001,574.1999999999999,-23.54999999999984,-4.28,2024
855667,Sku_1791,T-Shirt,43,2024-01-04,6.04,33416.0,Norway,0.38,Credit Card,26.47,Apparel,In-Store,Not Returned,Dhl,Amsterdam,Low,259.72,98.69360000000002,161.02640000000002,187.49640000000002,155.832,31.66440000000003,16.89,2024
614631,Sku_1324,Office Chair,41,2024-01-04,5.3,87969.0,France,0.01,Credit Card,8.64,Furniture,Online,Not Returned,Ups,Paris,High,217.29999999999998,2.173,215.12699999999998,223.767,130.38,93.387,41.73,2024
675482,Sku_1374,Headphones,18,2024-01-04,19.63,98496.0,United Kingdom,0.13,Bank Transfer,13.58,Electronics,In-Store,Not Returned,Fedex,London,Low,353.34,45.9342,307.4058,320.9858,212.00399999999996,108.98180000000002,33.95,2024
871567,Sku_1924,T-Shirt,16,2024-01-04,34.14,32452.0,Italy,0.47,Paypall,14.64,Furniture,In-Store,Not Returned,Ups,Rome,High,546.24,256.7328,289.5072,304.1472,327.74399999999997,-23.596799999999973,-7.76,2024
565241,Sku_1744,Office Chair,11,2024-01-04,44.11,40517.0,Australia,0.42,Bank Transfer,17.0,Furniture,In-Store,Not Returned,Ups,Amsterdam,Medium,485.21,203.7882,281.42179999999996,298.42179999999996,291.126,7.295799999999986,2.44,2024
289117,Sku_1128,Desk Lamp,8,2024-01-04,39.4,59340.0,Belgium,0.01,Paypall,15.33,Furniture,Online,Not Returned,Ups,Berlin,High,315.2,3.152,312.048,327.378,189.11999999999998,138.258,42.23,2024
219076,Sku_1952,Wall Clock,35,2024-01-04,32.38,69655.0,Australia,0.09,Paypall,18.76,Home Decor,Online,Returned,Dhl,Berlin,Low,1133.3000000000002,101.99700000000001,1031.303,1050.063,679.98,370.0830000000001,35.24,2024
697680,Sku_1122,Usb Cable,19,2024-01-04,37.21,95655.0,Australia,0.17,Bank Transfer,7.36,Accessories,In-Store,Not Returned,Royal Mail,Paris,Medium,706.99,120.18830000000001,586.8017,594.1617,424.194,169.96769999999998,28.61,2024
947520,Sku_1867,Desk Lamp,32,2024-01-04,98.72,70232.0,Portugal,0.03,Bank Transfer,26.01,Furniture,Online,Returned,Ups,Berlin,High,3159.04,94.7712,3064.2688,3090.2788,1895.424,1194.8548,38.66,2024
568117,Sku_1463,Office Chair,8,2024-01-04,17.6,71657.0,Netherlands,0.33,Credit Card,8.12,Furniture,In-Store,Not Returned,Ups,Paris,High,140.8,46.464000000000006,94.33600000000001,102.45600000000002,84.48,17.976000000000013,17.55,2024
367808,Sku_1841,White Mug,46,2024-01-05,72.65,91360.0,United Kingdom,0.39,Credit Card,8.63,Home & Kitchen,In-Store,Not Returned,Dhl,Rome,High,3341.9,1303.3410000000001,2038.559,2047.189,2005.14,42.04899999999998,2.05,2024
716279,Sku_1143,Office Chair,12,2024-01-05,47.54,49178.0,Australia,0.09,Credit Card,18.4,Furniture,In-Store,Not Returned,Ups,Berlin,High,570.48,51.3432,519.1368,537.5368,342.28799999999995,195.24880000000002,36.32,2024
219805,Sku_1741,Usb Cable,45,2024-01-05,2.13,26981.0,Italy,0.17,Bank Transfer,10.39,Furniture,Online,Returned,Royal Mail,Paris,High,95.85,16.2945,79.5555,89.9455,57.50999999999999,32.435500000000005,36.06,2024
322483,Sku_1531,Wireless Mouse,18,2025-01-01,28.65,79065.0,Norway,0.41,Bank Transfer,28.06,Electronics,In-Store,Not Returned,Ups,London,Medium,515.6999999999999,211.43699999999995,304.263,332.323,309.41999999999996,22.90300000000002,6.89,2025
395408,Sku_1756,Office Chair,33,2025-01-01,85.88,91428.0,Netherlands,0.05,Bank Transfer,11.0,Furniture,Online,Not Returned,Fedex,Paris,Low,2834.04,141.702,2692.3379999999997,2703.3379999999997,1700.424,1002.9139999999998,37.1,2025
440740,Sku_1982,White Mug,47,2025-01-01,75.47,41508.0,Portugal,0.28,Credit Card,14.92,Home & Kitchen,In-Store,Not Returned,Ups,Berlin,High,3547.09,993.1852000000001,2553.9048000000003,2568.8248000000003,2128.254,440.5708000000004,17.15,2025
774165,Sku_1206,Office Chair,18,2025-01-01,67.85,68247.0,United States,0.36,Credit Card,16.41,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium,1221.3,439.66799999999995,781.6320000000001,798.042,732.7799999999999,65.26200000000017,8.18,2025
855262,Sku_1913,Blue Pen,45,2025-01-01,98.3,92584.0,Spain,0.06,Credit Card,25.36,Stationery,In-Store,Not Returned,Ups,Paris,High,4423.5,265.40999999999997,4158.09,4183.45,2654.1,1529.35,36.56,2025
653143,Sku_1115,Usb Cable,1,2025-01-01,10.52,99791.0,Germany,0.06,Paypall,24.69,Accessories,Online,Not Returned,Ups,Rome,High,10.52,0.6312,9.8888,34.5788,6.311999999999999,28.266800000000003,81.75,2025
890559,Sku_1678,Notebook,45,2025-01-01,17.45,94588.0,Belgium,0.4,Credit Card,21.55,Stationery,Online,Not Returned,Ups,Berlin,Medium,785.25,314.1,471.15,492.7,471.15,21.55000000000001,4.37,2025
221704,Sku_1866,Office Chair,45,2025-01-01,62.1,49638.0,Belgium,0.25,Paypall,6.95,Furniture,In-Store,Not Returned,Ups,Rome,High,2794.5,698.625,2095.875,2102.825,1676.6999999999998,426.125,20.26,2025
400463,Sku_1284,Backpack,32,2025-01-01,71.12,98502.0,Spain,0.06,Bank Transfer,6.09,Accessories,In-Store,Not Returned,Fedex,Rome,Medium,2275.84,136.5504,2139.2896,2145.3796,1365.5040000000001,779.8756000000001,36.35,2025
955558,Sku_1787,Office Chair,16,2025-01-01,81.47,38077.0,Netherlands,0.27,Paypall,8.36,Furniture,Online,Not Returned,Fedex,London,Medium,1303.52,351.9504,951.5696,959.9296,782.112,177.81760000000008,18.52,2025
899405,Sku_1937,Backpack,31,2025-01-01,83.26,53704.0,Netherlands,0.07,Paypall,29.58,Accessories,Online,Not Returned,Royal Mail,Berlin,Low,2581.06,180.6742,2400.3858,2429.9658,1548.6360000000002,881.3297999999998,36.27,2025
596486,Sku_1095,Wall Clock,48,2025-01-01,53.56,40719.0,France,0.45,Bank Transfer,28.99,Home Decor,In-Store,Not Returned,Royal Mail,Paris,Medium,2570.88,1156.8960000000002,1413.984,1442.974,1542.5280000000002,-99.55400000000031,-6.9,2025
279159,Sku_1523,Office Chair,5,2025-01-01,88.94,57370.0,Netherlands,0.06,Credit Card,10.77,Furniture,Online,Not Returned,Dhl,Paris,Medium,444.7,26.682,418.018,428.78799999999995,266.82,161.96799999999996,37.77,2025
550927,Sku_1823,Notebook,20,2025-01-01,70.99,43697.0,Belgium,0.07,Paypall,8.26,Stationery,Online,Not Returned,Royal Mail,Rome,Medium,1419.8,99.38600000000001,1320.414,1328.674,851.8799999999999,476.7940000000001,35.88,2025
127281,Sku_1882,T-Shirt,13,2025-01-01,70.68,37495.0,Australia,0.07,Credit Card,5.53,Electronics,In-Store,Not Returned,Dhl,Berlin,High,918.8400000000001,64.31880000000001,854.5212000000001,860.0512000000001,551.304,308.74720000000013,35.9,2025
947858,Sku_1564,Blue Pen,5,2025-01-01,99.15,52679.0,France,0.08,Credit Card,25.45,Stationery,Online,Not Returned,Fedex,London,Low,495.75,39.660000000000004,456.09,481.53999999999996,297.45,184.08999999999997,38.23,2025
651911,Sku_1609,White Mug,38,2025-01-01,13.89,41543.0,Spain,0.22,Bank Transfer,29.81,Home & Kitchen,In-Store,Not Returned,Dhl,Amsterdam,Medium,527.82,116.12040000000002,411.69960000000003,441.50960000000003,316.692,124.81760000000003,28.27,2025
855392,Sku_1509,Backpack,33,2025-01-01,11.46,22114.0,United States,0.04,Bank Transfer,20.15,Accessories,In-Store,Not Returned,Dhl,Amsterdam,High,378.18,15.1272,363.0528,383.20279999999997,226.90800000000002,156.29479999999995,40.79,2025
713904,Sku_1263,Wall Clock,20,2025-01-01,90.56,96887.0,Portugal,0.25,Bank Transfer,21.26,Home Decor,Online,Not Returned,Dhl,Berlin,High,1811.2,452.8,1358.4,1379.66,1086.72,292.94000000000005,21.23,2025
235769,Sku_1825,Usb Cable,25,2025-01-01,74.07,84392.0,Belgium,0.26,Bank Transfer,5.81,Apparel,In-Store,Not Returned,Fedex,Paris,Low,1851.7499999999998,481.455,1370.2949999999998,1376.1049999999998,1111.0499999999997,265.05500000000006,19.26,2025
377874,Sku_1791,Usb Cable,41,2025-01-01,47.78,83380.0,Spain,0.13,Credit Card,27.79,Furniture,Online,Not Returned,Ups,Amsterdam,Low,1958.98,254.66740000000001,1704.3126,1732.1026,1175.388,556.7146,32.14,2025
259317,Sku_1876,Office Chair,45,2025-01-02,30.0,49671.0,Norway,0.14,Paypall,19.39,Furniture,In-Store,Returned,Dhl,Berlin,High,1350.0,189.00000000000003,1161.0,1180.39,810.0,370.3900000000001,31.38,2025
131313,Sku_1060,T-Shirt,19,2025-01-02,21.9,34034.0,Sweden,0.48,Credit Card,6.88,Apparel,Online,Not Returned,Fedex,London,Low,416.09999999999997,199.72799999999998,216.37199999999999,223.25199999999998,249.65999999999997,-26.407999999999987,-11.83,2025
839453,Sku_1128,Office Chair,22,2025-01-02,30.1,90870.0,Australia,0.46,Bank Transfer,12.67,Furniture,In-Store,Not Returned,Royal Mail,Rome,Medium,662.2,304.612,357.588,370.25800000000004,397.32,-27.061999999999955,-7.31,2025
952005,Sku_1088,Notebook,36,2025-01-02,99.87,86289.0,United States,0.48,Paypall,17.09,Stationery,In-Store,Not Returned,Royal Mail,Amsterdam,Low,3595.32,1725.7536,1869.5664000000002,1886.6564,2157.192,-270.53559999999993,-14.34,2025
153595,Sku_1993,Backpack,23,2025-01-02,14.19,84531.0,Australia,0.35,Credit Card,27.15,Accessories,In-Store,Not Returned,Ups,Paris,Medium,326.37,114.22949999999999,212.14050000000003,239.29050000000004,195.82199999999997,43.46850000000006,18.17,2025
654196,Sku_1077,Wall Clock,47,2025-01-02,36.71,48304.0,United States,0.37,Credit Card,29.11,Home Decor,In-Store,Not Returned,Fedex,Amsterdam,Medium,1725.3700000000001,638.3869000000001,1086.9831,1116.0930999999998,1035.222,80.87109999999984,7.25,2025
926080,Sku_1069,Blue Pen,33,2025-01-02,70.69,67068.0,Sweden,0.41,Credit Card,29.36,Stationery,Online,Not Returned,Dhl,Berlin,Low,2332.77,956.4356999999999,1376.3343,1405.6942999999999,1399.6619999999998,6.0323000000000775,0.43,2025
485757,Sku_1684,Desk Lamp,29,2025-01-02,15.42,16349.0,Australia,0.3,Paypall,28.78,Furniture,Online,Not Returned,Ups,Amsterdam,Low,447.18,134.154,313.026,341.80600000000004,268.308,73.49800000000005,21.5,2025
661577,Sku_1392,Wireless Mouse,13,2025-01-02,89.71,93832.0,Belgium,0.46,Credit Card,21.88,Electronics,Online,Not Returned,Fedex,Rome,High,1166.23,536.4658000000001,629.7642,651.6442,699.7379999999999,-48.09379999999999,-7.38,2025
293782,Sku_1623,Desk Lamp,43,2025-01-02,64.05,61050.0,United Kingdom,0.01,Bank Transfer,7.65,Furniture,Online,Not Returned,Ups,Rome,Medium,2754.15,27.541500000000003,2726.6085000000003,2734.2585000000004,1652.49,1081.7685000000004,39.56,2025
239911,Sku_1384,Headphones,27,2025-01-02,97.78,61927.0,United Kingdom,0.26,Bank Transfer,26.9,Electronics,In-Store,Not Returned,Dhl,Rome,High,2640.06,686.4156,1953.6444,1980.5444,1584.036,396.50839999999994,20.02,2025
196541,Sku_1456,T-Shirt,4,2025-01-02,48.75,78719.0,Italy,0.49,Credit Card,15.29,Stationery,In-Store,Not Returned,Fedex,London,Low,195.0,95.55,99.45,114.74000000000001,117.0,-2.259999999999991,-1.97,2025
763871,Sku_1571,Wall Clock,11,2025-01-02,45.49,20275.0,Spain,0.15,Bank Transfer,28.47,Home Decor,Online,Not Returned,Ups,Rome,Medium,500.39000000000004,75.05850000000001,425.3315,453.80150000000003,300.234,153.56750000000005,33.84,2025
186527,Sku_1230,Wall Clock,40,2025-01-02,43.97,70731.0,Belgium,0.39,Credit Card,10.11,Home Decor,In-Store,Not Returned,Dhl,Paris,High,1758.8,685.932,1072.868,1082.9779999999998,1055.28,27.697999999999865,2.56,2025
754856,Sku_1465,Headphones,31,2025-01-02,90.2,73887.0,Italy,0.28,Paypall,26.03,Electronics,Online,Not Returned,Fedex,London,High,2796.2000000000003,782.9360000000001,2013.2640000000001,2039.294,1677.72,361.57400000000007,17.73,2025
466816,Sku_1431,Office Chair,3,2025-01-02,71.86,61903.0,Norway,0.02,Paypall,10.18,Furniture,Online,Not Returned,Fedex,Rome,Low,215.57999999999998,4.311599999999999,211.26839999999999,221.4484,129.348,92.10039999999998,41.59,2025
995481,Sku_1934,Blue Pen,23,2025-01-02,28.54,57761.0,Germany,0.02,Bank Transfer,19.82,Stationery,Online,Not Returned,Royal Mail,Paris,High,656.42,13.1284,643.2916,663.1116000000001,393.852,269.2596000000001,40.61,2025
755160,Sku_1273,Usb Cable,21,2025-01-02,28.96,31295.0,France,0.18,Bank Transfer,13.81,Stationery,Online,Not Returned,Ups,Rome,Medium,608.16,109.46879999999999,498.6912,512.5011999999999,364.896,147.6051999999999,28.8,2025
241020,Sku_1104,Usb Cable,10,2025-01-02,24.81,69770.0,Sweden,0.38,Paypall,11.17,Electronics,In-Store,Not Returned,Royal Mail,Berlin,High,248.1,94.278,153.822,164.992,148.85999999999999,16.132000000000005,9.78,2025
668926,Sku_1347,Office Chair,22,2025-01-02,68.18,12422.0,Australia,0.33,Paypall,29.3,Furniture,Online,Not Returned,Ups,Berlin,High,1499.96,494.9868,1004.9732,1034.2732,899.976,134.2972000000001,12.98,2025
849250,Sku_1307,Wall Clock,11,2025-01-02,3.34,11001.0,Netherlands,0.2,Paypall,6.62,Home Decor,Online,Not Returned,Ups,Rome,Low,36.739999999999995,7.347999999999999,29.391999999999996,36.01199999999999,22.044,13.967999999999993,38.79,2025
761233,Sku_1257,Blue Pen,5,2025-01-02,59.91,57754.0,Sweden,0.24,Bank Transfer,8.13,Stationery,Online,Not Returned,Fedex,Paris,High,299.54999999999995,71.89199999999998,227.65799999999996,235.78799999999995,179.73,56.057999999999964,23.77,2025
786821,Sku_1356,Headphones,14,2025-01-03,95.17,27463.0,Portugal,0.39,Paypall,7.75,Electronics,Online,Not Returned,Dhl,Paris,Low,1332.38,519.6282000000001,812.7518,820.5018,799.428,21.073800000000006,2.57,2025
304106,Sku_1232,Desk Lamp,4,2025-01-03,5.66,47833.0,Australia,0.0,Bank Transfer,22.14,Furniture,Online,Not Returned,Dhl,Paris,High,22.64,0.0,22.64,44.78,13.584,31.196,69.67,2025
451236,Sku_1163,T-Shirt,19,2025-01-03,32.94,98264.0,United States,0.19,Paypall,8.54,Accessories,In-Store,Not Returned,Dhl,Amsterdam,High,625.8599999999999,118.91339999999998,506.94659999999993,515.4866,375.51599999999996,139.9706,27.15,2025
591358,Sku_1303,Headphones,44,2025-01-03,55.26,79379.0,Italy,0.44,Paypall,19.69,Electronics,In-Store,Not Returned,Ups,Paris,High,2431.44,1069.8336,1361.6064000000001,1381.2964000000002,1458.864,-77.56759999999986,-5.62,2025
127091,Sku_1884,White Mug,25,2025-01-03,75.5,25664.0,France,0.42,Paypall,15.13,Home & Kitchen,In-Store,Not Returned,Royal Mail,Berlin,High,1887.5,792.75,1094.75,1109.88,1132.5,-22.61999999999989,-2.04,2025
957603,Sku_1855,Notebook,30,2025-01-03,67.51,54248.0,United Kingdom,0.06,Credit Card,9.43,Stationery,Online,Not Returned,Royal Mail,Rome,Medium,2025.3000000000002,121.518,1903.7820000000002,1913.2120000000002,1215.18,698.0320000000002,36.48,2025
808359,Sku_1802,Blue Pen,39,2025-01-03,88.31,88442.0,Italy,0.11,Credit Card,29.61,Stationery,Online,Not Returned,Dhl,Amsterdam,High,3444.09,378.8499,3065.2401,3094.8501,2066.4539999999997,1028.3961000000004,33.23,2025
919964,Sku_1848,Desk Lamp,24,2025-01-03,81.71,48575.0,Sweden,0.26,Paypall,24.88,Furniture,In-Store,Not Returned,Fedex,Amsterdam,Medium,1961.04,509.8704,1451.1696,1476.0496,1176.6239999999998,299.42560000000026,20.29,2025
515906,Sku_1605,Wall Clock,10,2025-01-03,23.0,95235.0,Netherlands,0.36,Credit Card,15.01,Home Decor,In-Store,Not Returned,Ups,Paris,High,230.0,82.8,147.2,162.20999999999998,138.0,24.20999999999998,14.93,2025
407184,Sku_1071,Notebook,22,2025-01-03,25.51,93319.0,Portugal,0.41,Bank Transfer,14.61,Stationery,In-Store,Not Returned,Dhl,London,Low,561.22,230.1002,331.11980000000005,345.72980000000007,336.732,8.99780000000004,2.6,2025
549412,Sku_1937,Headphones,25,2025-01-03,69.17,22140.0,Netherlands,0.28,Paypall,27.77,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium,1729.25,484.19000000000005,1245.06,1272.83,1037.55,235.27999999999997,18.48,2025
275634,Sku_1969,Blue Pen,24,2025-01-03,17.09,64716.0,Norway,0.33,Paypall,10.14,Stationery,Online,Not Returned,Ups,Berlin,Medium,410.15999999999997,135.3528,274.80719999999997,284.94719999999995,246.096,38.85119999999995,13.63,2025
896753,Sku_1847,T-Shirt,33,2025-01-03,35.74,44880.0,Italy,0.14,Paypall,8.39,Apparel,Online,Not Returned,Dhl,Rome,High,1179.42,165.11880000000002,1014.3012000000001,1022.6912000000001,707.6519999999999,315.03920000000016,30.8,2025
129152,Sku_1805,Blue Pen,32,2025-01-03,58.11,70644.0,Portugal,0.1,Paypall,14.91,Stationery,In-Store,Not Returned,Ups,London,Medium,1859.52,185.952,1673.568,1688.478,1115.712,572.7660000000001,33.92,2025
710172,Sku_1153,Backpack,37,2025-01-03,20.31,96877.0,Portugal,0.07,Credit Card,29.01,Accessories,In-Store,Not Returned,Ups,Amsterdam,Medium,751.4699999999999,52.6029,698.8670999999999,727.8770999999999,450.88199999999995,276.9951,38.06,2025
448675,Sku_1286,Wireless Mouse,45,2025-01-03,89.64,98824.0,Sweden,0.26,Paypall,20.82,Electronics,In-Store,Not Returned,Ups,London,Low,4033.8,1048.788,2985.012,3005.8320000000003,2420.2799999999997,585.5520000000006,19.48,2025
417055,Sku_1253,Backpack,14,2025-01-03,95.81,73837.0,United Kingdom,0.38,Paypall,26.49,Accessories,Online,Not Returned,Royal Mail,London,Medium,1341.3400000000001,509.70920000000007,831.6308000000001,858.1208000000001,804.804,53.31680000000017,6.21,2025
976730,Sku_1691,Wireless Mouse,39,2025-01-03,65.16,59939.0,Australia,0.32,Paypall,22.18,Electronics,In-Store,Not Returned,Fedex,Berlin,High,2541.24,813.1967999999999,1728.0431999999998,1750.2232,1524.744,225.4792,12.88,2025
493361,Sku_1443,Usb Cable,4,2025-01-03,14.89,34512.0,Netherlands,0.37,Credit Card,24.2,Stationery,In-Store,Not Returned,Ups,Paris,Low,59.56,22.037200000000002,37.522800000000004,61.72280000000001,35.736,25.98680000000001,42.1,2025
694925,Sku_1007,White Mug,5,2025-01-03,31.1,68953.0,Italy,0.07,Credit Card,21.93,Home & Kitchen,In-Store,Not Returned,Royal Mail,Berlin,Medium,155.5,10.885000000000002,144.615,166.54500000000002,93.3,73.24500000000002,43.98,2025
431868,Sku_1034,Office Chair,39,2025-01-03,7.66,53599.0,Netherlands,0.06,Paypall,25.01,Furniture,In-Store,Not Returned,Fedex,Paris,Low,298.74,17.9244,280.8156,305.8256,179.244,126.58160000000001,41.39,2025
590526,Sku_1801,Desk Lamp,19,2025-01-04,88.78,61362.0,Spain,0.18,Bank Transfer,5.23,Furniture,Online,Not Returned,Ups,Rome,High,1686.82,303.6276,1383.1924,1388.4224,1012.092,376.33039999999994,27.1,2025
818649,Sku_1137,Wall Clock,40,2025-01-04,33.42,80747.0,Germany,0.5,Bank Transfer,12.85,Home Decor,In-Store,Not Returned,Royal Mail,London,High,1336.8000000000002,668.4000000000001,668.4000000000001,681.2500000000001,802.0799999999999,-120.82999999999981,-17.74,2025
536763,Sku_1679,Usb Cable,43,2025-01-04,80.63,29963.0,United Kingdom,0.15,Bank Transfer,27.56,Apparel,Online,Not Returned,Fedex,Berlin,Medium,3467.0899999999997,520.0635,2947.0265,2974.5865,2080.254,894.3325,30.07,2025
620108,Sku_1107,Headphones,15,2025-01-04,29.56,64425.0,Belgium,0.29,Credit Card,20.04,Electronics,In-Store,Not Returned,Royal Mail,Berlin,Low,443.4,128.58599999999998,314.81399999999996,334.854,266.03999999999996,68.81400000000002,20.55,2025
861904,Sku_1307,Notebook,8,2025-01-04,96.18,39467.0,Norway,0.39,Credit Card,12.68,Stationery,In-Store,Not Returned,Fedex,Amsterdam,Low,769.44,300.08160000000004,469.3584,482.0384,461.664,20.374400000000037,4.23,2025
605710,Sku_1139,Blue Pen,21,2025-01-04,26.41,34686.0,France,0.31,Credit Card,27.71,Stationery,In-Store,Not Returned,Fedex,Amsterdam,Medium,554.61,171.9291,382.6809,410.3909,332.766,77.62489999999997,18.91,2025
668837,Sku_1154,Backpack,17,2025-01-04,10.18,77001.0,Spain,0.17,Paypall,8.09,Accessories,In-Store,Not Returned,Fedex,London,Low,173.06,29.4202,143.6398,151.7298,103.836,47.89380000000001,31.57,2025
274620,Sku_1658,Notebook,5,2025-01-04,32.6,57351.0,United Kingdom,0.11,Bank Transfer,21.94,Stationery,In-Store,Not Returned,Fedex,Amsterdam,Low,163.0,17.93,145.07,167.01,97.8,69.21,41.44,2025
545849,Sku_1312,Blue Pen,28,2025-01-04,25.98,50141.0,Norway,0.24,Bank Transfer,28.13,Stationery,In-Store,Not Returned,Ups,Paris,Medium,727.44,174.5856,552.8544,580.9844,436.464,144.52040000000005,24.88,2025
982843,Sku_1217,Headphones,31,2025-01-04,9.4,18733.0,Norway,0.28,Credit Card,23.21,Electronics,In-Store,Not Returned,Fedex,Paris,Low,291.40000000000003,81.59200000000001,209.80800000000002,233.01800000000003,174.84,58.178000000000026,24.97,2025
321958,Sku_1565,Office Chair,10,2025-01-04,10.83,71488.0,Spain,0.11,Bank Transfer,7.02,Furniture,In-Store,Not Returned,Royal Mail,Rome,High,108.3,11.913,96.387,103.407,64.98,38.42699999999999,37.16,2025
497857,Sku_1526,Wireless Mouse,49,2025-01-04,37.18,79262.0,Sweden,0.11,Paypall,12.06,Electronics,Online,Not Returned,Fedex,Paris,Medium,1821.82,200.40019999999998,1621.4198,1633.4797999999998,1093.092,540.3877999999997,33.08,2025
433239,Sku_1222,Blue Pen,10,2025-01-04,43.24,37588.0,Belgium,0.49,Paypall,6.86,Stationery,Online,Not Returned,Dhl,Amsterdam,High,432.40000000000003,211.876,220.52400000000003,227.38400000000004,259.44,-32.055999999999955,-14.1,2025
477481,Sku_1365,Blue Pen,2,2025-01-04,56.8,43844.0,Sweden,0.33,Bank Transfer,12.94,Stationery,Online,Not Returned,Ups,Berlin,Low,113.6,37.488,76.112,89.05199999999999,68.16,20.891999999999996,23.46,2025
529032,Sku_1932,White Mug,31,2025-01-04,38.39,29459.0,France,0.09,Credit Card,14.71,Home & Kitchen,Online,Not Returned,Dhl,London,Medium,1190.09,107.1081,1082.9819,1097.6919,714.054,383.63790000000006,34.95,2025
626311,Sku_1700,Office Chair,40,2025-01-04,30.76,80061.0,Australia,0.37,Paypall,25.96,Furniture,In-Store,Returned,Fedex,Paris,High,1230.4,455.24800000000005,775.152,801.1120000000001,738.24,62.87200000000007,7.85,2025
518872,Sku_1401,T-Shirt,4,2025-01-04,83.85,28703.0,Norway,0.29,Credit Card,25.53,Furniture,Online,Not Returned,Fedex,London,Medium,335.4,97.26599999999999,238.134,263.664,201.23999999999998,62.42400000000001,23.68,2025
580469,Sku_1732,T-Shirt,10,2025-01-04,80.58,48954.0,United States,0.37,Credit Card,5.49,Furniture,In-Store,Not Returned,Fedex,London,Medium,805.8,298.14599999999996,507.654,513.144,483.48,29.663999999999987,5.78,2025
659130,Sku_1811,Wall Clock,12,2025-01-04,96.44,23270.0,United Kingdom,0.04,Paypall,26.77,Home Decor,Online,Not Returned,Royal Mail,Paris,High,1157.28,46.291199999999996,1110.9888,1137.7588,694.3679999999999,443.3908000000001,38.97,2025
155189,Sku_1346,T-Shirt,23,2025-01-04,35.85,72813.0,Italy,0.26,Bank Transfer,16.58,Accessories,Online,Not Returned,Royal Mail,Berlin,Low,824.5500000000001,214.38300000000004,610.167,626.7470000000001,494.73,132.01700000000005,21.06,2025
490262,Sku_1869,White Mug,32,2025-01-04,50.16,23776.0,Germany,0.33,Paypall,24.95,Home & Kitchen,In-Store,Not Returned,Fedex,Amsterdam,High,1605.12,529.6896,1075.4303999999997,1100.3803999999998,963.0719999999999,137.3083999999999,12.48,2025
408067,Sku_1851,Usb Cable,28,2025-01-04,54.88,54591.0,Netherlands,0.3,Bank Transfer,22.48,Accessories,In-Store,Not Returned,Royal Mail,Rome,Low,1536.64,460.992,1075.6480000000001,1098.1280000000002,921.9839999999999,176.14400000000023,16.04,2025
397224,Sku_1660,Backpack,20,2025-01-05,68.57,25591.0,Norway,0.26,Credit Card,16.53,Accessories,Online,Not Returned,Fedex,Amsterdam,High,1371.3999999999999,356.56399999999996,1014.8359999999999,1031.366,822.8399999999999,208.52600000000007,20.22,2025
103474,Sku_1796,Office Chair,5,2025-01-05,95.89,13836.0,Spain,0.14,Credit Card,23.54,Furniture,In-Store,Not Returned,Fedex,Paris,High,479.45,67.123,412.327,435.867,287.67,148.197,34.0,2025
572923,Sku_1782,Office Chair,10,2025-01-05,47.35,33206.0,United States,0.17,Credit Card,18.95,Furniture,Online,Not Returned,Ups,Berlin,Low,473.5,80.495,393.005,411.955,284.1,127.85499999999996,31.04,2025
